id,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,deposit,contact,agegroup,email
1760,42,admin.,single,secondary,no,14510,yes,no,4,may,251,4,-1,0,unknown,yes,9092270657,Middle age,abcdef1760@gmail.com
1761,33,technician,single,tertiary,no,16360,yes,no,4,may,592,1,66,1,success,yes,38914578048,Adult,abcdef1761@gmail.com
1762,36,admin.,married,tertiary,no,32210,no,no,4,may,322,11,-1,0,unknown,yes,69566310595,Adult,abcdef1762@gmail.com
1763,60,technician,married,secondary,no,3160,no,no,4,may,545,2,263,4,failure,yes,79187323174,Older,abcdef1763@gmail.com
1764,33,technician,married,secondary,no,20440,yes,no,4,may,532,3,-1,0,unknown,yes,7952709847,Adult,abcdef1764@gmail.com
1765,33,technician,married,secondary,no,5570,no,no,4,may,367,1,-1,0,unknown,yes,49388395178,Adult,abcdef1765@gmail.com
1766,33,services,single,secondary,no,4890,yes,no,4,may,297,4,334,1,other,yes,55897473229,Adult,abcdef1766@gmail.com
1767,32,student,single,tertiary,no,11380,no,no,4,may,214,3,83,3,success,yes,88395681930,Adult,abcdef1767@gmail.com
1768,36,self-employed,married,secondary,no,1880,yes,yes,4,may,1046,3,333,2,success,yes,27061792387,Adult,abcdef1768@gmail.com
1769,45,technician,married,secondary,no,19980,no,no,4,may,237,5,-1,0,unknown,yes,31930242421,Middle age,abcdef1769@gmail.com
1770,35,management,married,tertiary,no,5200,yes,no,4,may,458,3,17,5,failure,yes,44235079442,Adult,abcdef1770@gmail.com
1771,38,management,divorced,tertiary,no,63680,yes,no,4,may,922,4,-1,0,unknown,yes,77804362931,Adult,abcdef1771@gmail.com
1772,30,self-employed,married,tertiary,no,26660,no,no,4,may,781,3,89,1,success,yes,9810435246,Adult,abcdef1772@gmail.com
1773,31,technician,married,secondary,no,41820,yes,no,4,may,347,2,-1,0,unknown,yes,94882783405,Adult,abcdef1773@gmail.com
1774,32,self-employed,divorced,tertiary,no,32710,no,no,4,may,949,3,-1,0,unknown,yes,75657073531,Adult,abcdef1774@gmail.com
1775,44,self-employed,married,unknown,no,1630,yes,no,4,may,364,3,-1,0,unknown,yes,45519836093,Middle age,abcdef1775@gmail.com
1776,39,management,single,tertiary,no,15150,yes,no,4,may,815,6,167,6,failure,yes,30551595523,Adult,abcdef1776@gmail.com
1777,45,blue-collar,married,primary,no,8030,yes,no,4,may,742,4,-1,0,unknown,yes,18101730049,Middle age,abcdef1777@gmail.com
1778,32,blue-collar,single,secondary,no,4000,no,no,4,may,268,3,-1,0,unknown,yes,67765676782,Adult,abcdef1778@gmail.com
1779,39,management,single,tertiary,no,24540,yes,no,4,may,716,3,263,2,failure,yes,83328444090,Adult,abcdef1779@gmail.com
1780,30,management,single,tertiary,no,5330,no,no,4,may,365,4,-1,0,unknown,yes,47008446396,Adult,abcdef1780@gmail.com
1781,63,management,married,unknown,no,23520,no,no,4,may,475,7,-1,0,unknown,yes,68802672502,Older,abcdef1781@gmail.com
1782,56,retired,married,primary,no,93670,no,no,4,may,617,2,-1,0,unknown,yes,26799164881,Middle age,abcdef1782@gmail.com
1783,26,technician,single,secondary,no,2370,yes,no,4,may,1091,3,-1,0,unknown,yes,85563364198,Adult,abcdef1783@gmail.com
1784,37,student,single,unknown,no,4440,no,no,4,may,1063,5,-1,0,unknown,yes,64053104853,Adult,abcdef1784@gmail.com
1785,29,management,single,tertiary,no,94070,no,no,4,may,267,6,-1,0,unknown,yes,42389497109,Adult,abcdef1785@gmail.com
1786,24,student,single,secondary,no,3870,no,no,4,may,340,8,-1,0,unknown,yes,57535112789,Adult,abcdef1786@gmail.com
1787,35,entrepreneur,married,secondary,no,29710,no,no,4,may,429,4,164,2,failure,yes,34660392580,Adult,abcdef1787@gmail.com
1788,43,technician,married,tertiary,no,26430,no,no,4,may,331,5,-1,0,unknown,yes,21727044365,Middle age,abcdef1788@gmail.com
1789,39,blue-collar,married,secondary,no,2610,no,no,4,may,841,4,-1,0,unknown,yes,87604193528,Adult,abcdef1789@gmail.com
1790,59,retired,divorced,secondary,no,5140,no,no,4,may,673,6,90,1,success,yes,87762121173,Older,abcdef1790@gmail.com
1791,50,blue-collar,married,primary,no,58720,yes,no,5,may,762,3,-1,0,unknown,yes,52280952370,Middle age,abcdef1791@gmail.com
1792,44,services,divorced,secondary,no,-368,yes,no,5,may,895,1,-1,0,unknown,yes,34853353196,Middle age,abcdef1792@gmail.com
1793,35,student,single,secondary,no,1880,yes,no,5,may,863,1,78,8,success,yes,37009342484,Adult,abcdef1793@gmail.com
1794,30,blue-collar,married,secondary,no,610,yes,no,5,may,525,1,-1,0,unknown,yes,4809508425,Adult,abcdef1794@gmail.com
1795,58,admin.,married,secondary,no,21600,yes,yes,5,may,1090,1,-1,0,unknown,yes,73664630529,Adult,abcdef1795@gmail.com
1796,37,management,married,tertiary,no,6580,yes,no,5,may,838,1,-1,0,unknown,yes,69479377199,Adult,abcdef1796@gmail.com
1797,39,management,married,tertiary,no,0,yes,no,5,may,811,2,-1,0,unknown,yes,95607315697,Adult,abcdef1797@gmail.com
1798,31,blue-collar,single,secondary,no,1960,yes,no,5,may,568,1,341,7,failure,yes,62897668148,Adult,abcdef1798@gmail.com
1799,33,self-employed,single,tertiary,no,940,yes,no,5,may,955,2,-1,0,unknown,yes,39528534034,Adult,abcdef1799@gmail.com
1800,41,management,married,tertiary,no,3260,yes,no,5,may,788,1,-1,0,unknown,yes,4002295594,Middle age,abcdef1800@gmail.com
1801,44,services,married,secondary,no,-395,yes,no,5,may,894,1,-1,0,unknown,yes,52307828061,Middle age,abcdef1801@gmail.com
1802,46,blue-collar,married,unknown,no,93280,yes,no,5,may,725,3,-1,0,unknown,yes,37913965596,Middle age,abcdef1802@gmail.com
1803,30,technician,single,secondary,no,-522,yes,yes,5,may,670,2,286,6,failure,yes,15509559266,Adult,abcdef1803@gmail.com
1804,35,admin.,married,secondary,no,12860,yes,no,5,may,862,3,337,1,other,yes,97906973751,Adult,abcdef1804@gmail.com
1805,27,admin.,married,secondary,no,7100,yes,yes,6,may,653,1,334,2,success,yes,9713967650,Adult,abcdef1805@gmail.com
1806,39,technician,divorced,tertiary,yes,30,no,no,6,may,488,1,-1,0,unknown,yes,9514723629,Adult,abcdef1806@gmail.com
1807,32,self-employed,single,tertiary,no,0,yes,no,6,may,767,1,-1,0,unknown,yes,79192840202,Adult,abcdef1807@gmail.com
1808,37,technician,divorced,secondary,no,1410,yes,no,6,may,848,1,364,3,failure,yes,52345612821,Adult,abcdef1808@gmail.com
1809,31,technician,single,secondary,no,530,yes,yes,6,may,530,1,-1,0,unknown,yes,22678797913,Adult,abcdef1809@gmail.com
1810,30,management,divorced,tertiary,no,4150,yes,yes,6,may,984,1,343,4,failure,yes,32275472183,Adult,abcdef1810@gmail.com
1811,34,entrepreneur,married,tertiary,no,0,yes,no,6,may,611,1,183,1,failure,yes,72094068702,Adult,abcdef1811@gmail.com
1812,31,blue-collar,single,secondary,no,19790,yes,yes,6,may,1205,1,-1,0,unknown,yes,30394655493,Adult,abcdef1812@gmail.com
1813,27,admin.,married,secondary,no,0,yes,no,6,may,837,1,-1,0,unknown,yes,11134158413,Adult,abcdef1813@gmail.com
1814,36,management,single,tertiary,no,75060,yes,no,6,may,839,2,188,1,success,yes,79832020630,Adult,abcdef1814@gmail.com
1815,32,admin.,married,secondary,no,7520,yes,no,6,may,519,2,166,5,failure,yes,3137797520,Adult,abcdef1815@gmail.com
1816,49,management,married,secondary,no,990,yes,no,6,may,687,2,343,1,failure,yes,53698590573,Middle age,abcdef1816@gmail.com
1817,29,admin.,single,secondary,no,2660,yes,no,6,may,540,1,-1,0,unknown,yes,7735494840,Adult,abcdef1817@gmail.com
1818,29,admin.,single,secondary,no,270,yes,no,6,may,754,1,-1,0,unknown,yes,52361705428,Adult,abcdef1818@gmail.com
1819,28,blue-collar,single,secondary,no,5240,yes,no,6,may,554,2,-1,0,unknown,yes,93490828774,Adult,abcdef1819@gmail.com
1820,60,management,married,tertiary,no,59900,yes,no,6,may,396,3,-1,0,unknown,yes,59062588451,Older,abcdef1820@gmail.com
1821,33,management,married,secondary,no,39350,yes,no,6,may,765,1,342,2,failure,yes,30868816792,Adult,abcdef1821@gmail.com
1822,35,management,married,tertiary,no,9910,yes,no,6,may,1489,3,-1,0,unknown,yes,76355954355,Adult,abcdef1822@gmail.com
1823,31,management,single,tertiary,no,590,yes,yes,6,may,1347,2,363,1,failure,yes,90355844033,Adult,abcdef1823@gmail.com
1824,40,management,married,tertiary,no,15980,yes,yes,6,may,1074,4,344,3,failure,yes,56917778132,Adult,abcdef1824@gmail.com
1825,29,management,married,tertiary,no,0,yes,no,6,may,667,2,-1,0,unknown,yes,63938204941,Adult,abcdef1825@gmail.com
1826,35,management,married,tertiary,no,8020,yes,no,6,may,686,2,-1,0,unknown,yes,13536422021,Adult,abcdef1826@gmail.com
1827,32,management,married,tertiary,no,24650,yes,yes,7,may,923,1,-1,0,unknown,yes,51702028138,Adult,abcdef1827@gmail.com
1828,26,management,single,tertiary,no,1140,yes,no,7,may,457,1,-1,0,unknown,yes,35699523381,Adult,abcdef1828@gmail.com
1829,42,blue-collar,married,primary,no,14610,yes,no,7,may,757,2,170,3,failure,yes,32915726509,Middle age,abcdef1829@gmail.com
1830,33,admin.,single,tertiary,no,4750,yes,no,7,may,1046,1,-1,0,unknown,yes,62592273689,Adult,abcdef1830@gmail.com
1831,36,management,single,tertiary,no,40,yes,no,7,may,855,2,342,1,failure,yes,14438274178,Adult,abcdef1831@gmail.com
1832,35,management,single,tertiary,no,16180,yes,yes,7,may,542,1,-1,0,unknown,yes,44602613398,Adult,abcdef1832@gmail.com
1833,30,services,single,secondary,no,-271,yes,no,7,may,609,1,337,1,success,yes,81660657796,Adult,abcdef1833@gmail.com
1834,59,admin.,single,secondary,no,21660,yes,yes,7,may,574,1,-1,0,unknown,yes,96336438249,Older,abcdef1834@gmail.com
1835,44,blue-collar,married,primary,no,40310,yes,no,7,may,983,4,-1,0,unknown,yes,93283579079,Middle age,abcdef1835@gmail.com
1836,50,services,married,primary,no,50240,yes,yes,7,may,661,1,267,11,other,yes,68040803294,Middle age,abcdef1836@gmail.com
1837,51,technician,married,secondary,no,-1944,yes,no,7,may,623,1,-1,0,unknown,yes,97416433163,Middle age,abcdef1837@gmail.com
1838,51,admin.,married,secondary,no,30250,no,no,7,may,476,1,352,1,other,yes,22948426983,Middle age,abcdef1838@gmail.com
1839,60,blue-collar,married,unknown,no,20900,yes,no,7,may,957,2,-1,0,unknown,yes,42497896701,Older,abcdef1839@gmail.com
1840,29,technician,single,tertiary,no,0,yes,no,7,may,347,2,337,6,failure,yes,55211123261,Adult,abcdef1840@gmail.com
1841,43,management,married,tertiary,no,14290,yes,no,7,may,1030,1,169,3,success,yes,96186043614,Middle age,abcdef1841@gmail.com
1842,31,admin.,single,secondary,no,0,yes,no,7,may,895,2,295,2,failure,yes,68355460228,Adult,abcdef1842@gmail.com
1843,26,blue-collar,single,secondary,no,3110,yes,no,7,may,798,2,-1,0,unknown,yes,96877640284,Adult,abcdef1843@gmail.com
1844,23,housemaid,married,tertiary,no,660,yes,no,7,may,1391,2,-1,0,unknown,yes,21604024379,Adult,abcdef1844@gmail.com
1845,49,blue-collar,single,primary,no,21460,yes,no,7,may,1516,2,353,2,other,yes,94742418527,Middle age,abcdef1845@gmail.com
1846,42,unemployed,married,secondary,no,3560,yes,no,7,may,787,3,356,2,failure,yes,16175888620,Middle age,abcdef1846@gmail.com
1847,39,blue-collar,married,secondary,no,620,yes,no,7,may,877,3,-1,0,unknown,yes,4987836619,Adult,abcdef1847@gmail.com
1848,45,admin.,married,secondary,yes,-106,yes,yes,7,may,553,3,288,1,other,yes,88160016994,Middle age,abcdef1848@gmail.com
1849,45,services,divorced,secondary,no,6080,yes,yes,7,may,1135,3,323,30,failure,yes,57327061336,Middle age,abcdef1849@gmail.com
1850,39,technician,divorced,secondary,no,2910,yes,no,7,may,882,2,-1,0,unknown,yes,98644502408,Adult,abcdef1850@gmail.com
1851,45,blue-collar,divorced,secondary,no,-184,yes,no,7,may,878,3,170,5,failure,yes,46870449762,Middle age,abcdef1851@gmail.com
1852,39,admin.,single,secondary,no,23450,yes,no,8,may,491,2,344,2,failure,yes,19991845733,Adult,abcdef1852@gmail.com
1853,23,technician,single,secondary,no,40,yes,no,8,may,763,1,-1,0,unknown,yes,47153257266,Adult,abcdef1853@gmail.com
1854,57,admin.,married,secondary,no,60050,yes,no,8,may,704,1,323,6,failure,yes,94583031903,Middle age,abcdef1854@gmail.com
1855,32,blue-collar,married,secondary,no,3330,yes,no,8,may,501,2,-1,0,unknown,yes,46731281398,Adult,abcdef1855@gmail.com
1856,29,management,single,tertiary,no,30410,yes,no,8,may,606,3,-1,0,unknown,yes,78131814794,Adult,abcdef1856@gmail.com
1857,42,management,married,tertiary,no,40,yes,no,8,may,579,2,295,1,success,yes,85169488521,Middle age,abcdef1857@gmail.com
1858,47,blue-collar,divorced,primary,no,6030,yes,yes,8,may,1080,1,-1,0,unknown,yes,69865290338,Middle age,abcdef1858@gmail.com
1859,36,management,married,tertiary,no,0,yes,no,8,may,308,3,-1,0,unknown,yes,79299854218,Adult,abcdef1859@gmail.com
1860,57,management,married,tertiary,no,8300,yes,yes,8,may,662,1,367,1,success,yes,55791728203,Middle age,abcdef1860@gmail.com
1861,36,technician,single,tertiary,no,9620,yes,no,8,may,568,1,-1,0,unknown,yes,15142390827,Adult,abcdef1861@gmail.com
1862,53,technician,single,tertiary,no,1850,yes,no,8,may,1448,2,-1,0,unknown,yes,44011730331,Middle age,abcdef1862@gmail.com
1863,56,blue-collar,divorced,primary,no,-9,yes,yes,8,may,728,1,-1,0,unknown,yes,56857289398,Middle age,abcdef1863@gmail.com
1864,33,admin.,divorced,tertiary,no,8910,no,no,8,may,398,2,-1,0,unknown,yes,83551331915,Adult,abcdef1864@gmail.com
1865,59,retired,married,tertiary,no,1480,yes,yes,8,may,685,2,366,1,other,yes,69304940815,Older,abcdef1865@gmail.com
1866,47,retired,married,primary,no,13740,no,yes,8,may,479,2,359,3,failure,yes,79137625382,Middle age,abcdef1866@gmail.com
1867,42,management,married,tertiary,no,-556,yes,yes,8,may,682,3,347,3,failure,yes,3777824148,Middle age,abcdef1867@gmail.com
1868,38,self-employed,single,tertiary,no,16120,yes,no,8,may,423,1,-1,0,unknown,yes,5236188865,Adult,abcdef1868@gmail.com
1869,40,self-employed,married,secondary,no,0,yes,no,11,may,657,1,-1,0,unknown,yes,21728635458,Adult,abcdef1869@gmail.com
1870,41,admin.,single,secondary,no,-109,yes,yes,11,may,1038,1,370,1,failure,yes,94659829437,Middle age,abcdef1870@gmail.com
1871,43,management,divorced,tertiary,no,5800,yes,no,11,may,1514,1,284,2,failure,yes,27094310911,Middle age,abcdef1871@gmail.com
1872,24,services,married,secondary,no,45000,yes,no,11,may,733,2,-1,0,unknown,yes,31767759853,Adult,abcdef1872@gmail.com
1873,40,services,married,secondary,no,-192,yes,no,11,may,666,1,-1,0,unknown,yes,74660282191,Adult,abcdef1873@gmail.com
1874,40,blue-collar,married,secondary,no,-438,no,no,11,may,1017,1,-1,0,unknown,yes,66830939614,Adult,abcdef1874@gmail.com
1875,34,services,single,secondary,no,-701,yes,no,11,may,610,2,-1,0,unknown,yes,37054254931,Adult,abcdef1875@gmail.com
1876,36,management,single,tertiary,no,14000,yes,no,11,may,608,3,-1,0,unknown,yes,88161084480,Adult,abcdef1876@gmail.com
1877,38,services,married,secondary,no,52930,yes,no,11,may,475,1,171,6,failure,yes,79394503712,Adult,abcdef1877@gmail.com
1878,39,blue-collar,married,secondary,no,7850,yes,no,11,may,1232,2,-1,0,unknown,yes,14890683493,Adult,abcdef1878@gmail.com
1879,25,student,single,primary,no,3730,yes,no,11,may,819,2,-1,0,unknown,yes,4886195925,Adult,abcdef1879@gmail.com
1880,39,management,married,tertiary,no,7630,yes,no,11,may,877,7,300,2,other,yes,54973297295,Adult,abcdef1880@gmail.com
1881,41,blue-collar,married,secondary,no,12360,yes,no,11,may,911,3,-1,0,unknown,yes,3374333585,Middle age,abcdef1881@gmail.com
1882,36,admin.,divorced,secondary,no,-811,yes,no,12,may,365,2,-1,0,unknown,yes,43254888071,Adult,abcdef1882@gmail.com
1883,34,entrepreneur,married,primary,no,72790,yes,no,12,may,882,1,-1,0,unknown,yes,9732948479,Adult,abcdef1883@gmail.com
1884,34,admin.,divorced,secondary,no,4790,yes,no,12,may,515,1,350,5,failure,yes,93849657932,Adult,abcdef1884@gmail.com
1885,38,housemaid,single,primary,no,1990,yes,no,12,may,1203,1,306,1,failure,yes,93098630118,Adult,abcdef1885@gmail.com
1886,40,blue-collar,married,secondary,no,18080,yes,no,12,may,560,1,-1,0,unknown,yes,80119295256,Adult,abcdef1886@gmail.com
1887,31,admin.,married,secondary,no,20,yes,yes,12,may,703,4,-1,0,unknown,yes,22247138181,Adult,abcdef1887@gmail.com
1888,37,blue-collar,married,primary,no,-106,yes,yes,12,may,690,1,-1,0,unknown,yes,6820259262,Adult,abcdef1888@gmail.com
1889,58,entrepreneur,married,secondary,no,6700,yes,no,12,may,1272,1,-1,0,unknown,yes,44018837343,Adult,abcdef1889@gmail.com
1890,48,services,divorced,secondary,no,-361,yes,no,12,may,1062,3,349,3,other,yes,91766681053,Middle age,abcdef1890@gmail.com
1891,35,blue-collar,married,primary,no,1590,yes,yes,12,may,826,1,-1,0,unknown,yes,84493423849,Adult,abcdef1891@gmail.com
1892,34,admin.,single,secondary,no,1510,yes,no,12,may,590,1,370,1,other,yes,16326446293,Adult,abcdef1892@gmail.com
1893,51,blue-collar,married,secondary,no,5180,yes,no,12,may,918,1,-1,0,unknown,yes,25084869950,Middle age,abcdef1893@gmail.com
1894,39,management,single,tertiary,no,50730,yes,no,12,may,1182,1,286,4,failure,yes,55879507189,Adult,abcdef1894@gmail.com
1895,39,admin.,married,secondary,no,6070,yes,no,12,may,454,2,364,3,failure,yes,19244733440,Adult,abcdef1895@gmail.com
1896,36,blue-collar,divorced,primary,no,-308,yes,no,12,may,725,1,-1,0,unknown,yes,64863782921,Adult,abcdef1896@gmail.com
1897,47,services,married,secondary,no,3670,yes,no,12,may,309,1,306,4,success,yes,53673290605,Middle age,abcdef1897@gmail.com
1898,35,blue-collar,single,secondary,no,8550,yes,no,12,may,549,1,300,1,success,yes,61059434793,Adult,abcdef1898@gmail.com
1899,33,blue-collar,married,secondary,no,12400,yes,no,12,may,844,1,-1,0,unknown,yes,78930473733,Adult,abcdef1899@gmail.com
1900,47,admin.,married,secondary,no,6630,yes,yes,12,may,409,1,274,6,other,yes,75673270899,Middle age,abcdef1900@gmail.com
1901,38,services,single,secondary,no,8950,yes,no,12,may,1531,1,-1,0,unknown,yes,71000830470,Adult,abcdef1901@gmail.com
1902,46,blue-collar,married,primary,no,8040,yes,no,12,may,1063,2,361,1,success,yes,12516098314,Middle age,abcdef1902@gmail.com
1903,42,blue-collar,married,primary,no,-407,yes,yes,12,may,829,7,-1,0,unknown,yes,48821772712,Middle age,abcdef1903@gmail.com
1904,47,blue-collar,married,secondary,no,8020,yes,yes,12,may,289,2,-1,0,unknown,yes,98589704662,Middle age,abcdef1904@gmail.com
1905,37,admin.,single,primary,no,9120,yes,no,12,may,637,3,328,22,other,yes,33838067875,Adult,abcdef1905@gmail.com
1906,31,admin.,single,tertiary,no,3550,yes,no,12,may,609,1,-1,0,unknown,yes,59152160274,Adult,abcdef1906@gmail.com
1907,46,technician,married,secondary,no,30,yes,yes,12,may,614,3,-1,0,unknown,yes,33263889843,Middle age,abcdef1907@gmail.com
1908,36,services,single,secondary,no,0,yes,no,12,may,398,6,-1,0,unknown,yes,46180228528,Adult,abcdef1908@gmail.com
1909,40,services,married,secondary,no,18360,yes,no,12,may,750,2,-1,0,unknown,yes,19524925950,Adult,abcdef1909@gmail.com
1910,39,management,married,tertiary,no,14250,yes,no,12,may,775,3,-1,0,unknown,yes,68766428720,Adult,abcdef1910@gmail.com
1911,45,self-employed,divorced,tertiary,no,9630,yes,no,12,may,528,5,-1,0,unknown,yes,34728154535,Middle age,abcdef1911@gmail.com
1912,59,admin.,married,secondary,no,1450,yes,no,12,may,556,2,287,13,success,yes,25056656551,Older,abcdef1912@gmail.com
1913,34,blue-collar,married,secondary,no,6340,no,yes,12,may,737,3,-1,0,unknown,yes,76665615899,Adult,abcdef1913@gmail.com
1914,40,blue-collar,married,unknown,no,870,yes,no,13,may,477,3,-1,0,unknown,yes,2093335409,Adult,abcdef1914@gmail.com
1915,50,blue-collar,married,primary,no,-522,yes,no,13,may,863,3,-1,0,unknown,yes,26859825325,Middle age,abcdef1915@gmail.com
1916,36,blue-collar,married,primary,no,3190,yes,no,13,may,774,2,301,1,failure,yes,74001913905,Adult,abcdef1916@gmail.com
1917,35,admin.,single,secondary,no,0,yes,no,13,may,1073,1,-1,0,unknown,yes,70127128324,Adult,abcdef1917@gmail.com
1918,36,blue-collar,single,secondary,no,4780,yes,no,13,may,610,1,-1,0,unknown,yes,11191774393,Adult,abcdef1918@gmail.com
1919,35,blue-collar,single,primary,no,-276,yes,no,13,may,850,1,-1,0,unknown,yes,90419101394,Adult,abcdef1919@gmail.com
1920,47,blue-collar,married,primary,no,42270,yes,no,13,may,659,1,-1,0,unknown,yes,41706531641,Middle age,abcdef1920@gmail.com
1921,47,housemaid,single,primary,no,27850,yes,no,13,may,570,1,-1,0,unknown,yes,27775349090,Middle age,abcdef1921@gmail.com
1922,38,blue-collar,married,primary,no,14010,no,no,13,may,516,1,-1,0,unknown,yes,54963029241,Adult,abcdef1922@gmail.com
1923,33,management,single,tertiary,no,0,yes,no,13,may,585,1,-1,0,unknown,yes,65453361681,Adult,abcdef1923@gmail.com
1924,38,blue-collar,married,primary,no,18520,yes,no,13,may,606,1,-1,0,unknown,yes,35620706615,Adult,abcdef1924@gmail.com
1925,39,blue-collar,married,secondary,no,4620,yes,no,13,may,590,1,-1,0,unknown,yes,59944559886,Adult,abcdef1925@gmail.com
1926,43,housemaid,single,primary,no,8000,yes,no,13,may,902,1,-1,0,unknown,yes,44365440438,Middle age,abcdef1926@gmail.com
1927,33,technician,married,secondary,no,2210,yes,no,13,may,669,1,355,4,failure,yes,70292746475,Adult,abcdef1927@gmail.com
1928,34,blue-collar,married,secondary,no,10890,yes,no,13,may,394,3,-1,0,unknown,yes,61818846512,Adult,abcdef1928@gmail.com
1929,28,admin.,divorced,secondary,no,4510,yes,no,13,may,302,1,301,1,success,yes,4189482437,Adult,abcdef1929@gmail.com
1930,34,blue-collar,married,secondary,no,4960,yes,no,13,may,333,1,-1,0,unknown,yes,66245417447,Adult,abcdef1930@gmail.com
1931,42,blue-collar,single,secondary,no,10800,yes,yes,13,may,951,3,370,4,failure,yes,85835730090,Middle age,abcdef1931@gmail.com
1932,33,management,married,tertiary,no,10640,yes,no,13,may,562,1,-1,0,unknown,yes,5677465620,Adult,abcdef1932@gmail.com
1933,39,management,married,tertiary,no,2970,yes,no,13,may,734,2,-1,0,unknown,yes,65060599905,Adult,abcdef1933@gmail.com
1934,32,management,single,tertiary,no,30,yes,no,13,may,568,1,-1,0,unknown,yes,28906025345,Adult,abcdef1934@gmail.com
1935,34,management,single,tertiary,no,760,yes,no,13,may,747,2,371,3,failure,yes,19399509478,Adult,abcdef1935@gmail.com
1936,32,blue-collar,single,primary,no,3980,yes,no,13,may,716,1,-1,0,unknown,yes,48457698915,Adult,abcdef1936@gmail.com
1937,48,admin.,divorced,secondary,no,830,yes,no,13,may,1101,1,-1,0,unknown,yes,78380160180,Middle age,abcdef1937@gmail.com
1938,31,admin.,married,secondary,no,8790,yes,no,13,may,394,1,-1,0,unknown,yes,77854591116,Adult,abcdef1938@gmail.com
1939,33,services,married,secondary,no,2100,yes,no,13,may,1207,2,-1,0,unknown,yes,55075905562,Adult,abcdef1939@gmail.com
1940,48,services,divorced,secondary,no,-276,yes,yes,13,may,674,1,-1,0,unknown,yes,15708626074,Middle age,abcdef1940@gmail.com
1941,33,blue-collar,single,primary,no,8630,yes,no,13,may,622,3,-1,0,unknown,yes,63172223379,Adult,abcdef1941@gmail.com
1942,30,student,single,tertiary,no,2280,yes,no,13,may,314,2,-1,0,unknown,yes,56586942898,Adult,abcdef1942@gmail.com
1943,35,management,single,tertiary,no,13960,yes,no,13,may,809,1,300,1,failure,yes,57926306976,Adult,abcdef1943@gmail.com
1944,51,blue-collar,divorced,primary,no,-19,yes,no,13,may,829,1,296,11,failure,yes,63907982473,Middle age,abcdef1944@gmail.com
1945,38,services,single,secondary,no,22530,yes,no,13,may,937,3,-1,0,unknown,yes,32705074263,Adult,abcdef1945@gmail.com
1946,39,blue-collar,single,primary,no,0,yes,yes,13,may,1975,5,-1,0,unknown,yes,91334421854,Adult,abcdef1946@gmail.com
1947,27,blue-collar,single,primary,no,2650,yes,no,13,may,1119,2,-1,0,unknown,yes,5268885523,Adult,abcdef1947@gmail.com
1948,50,technician,divorced,secondary,no,-54,yes,yes,13,may,698,2,292,1,failure,yes,89374410617,Middle age,abcdef1948@gmail.com
1949,34,management,single,tertiary,no,38210,yes,no,13,may,649,2,-1,0,unknown,yes,67422357821,Adult,abcdef1949@gmail.com
1950,38,blue-collar,divorced,primary,no,0,yes,no,13,may,531,2,-1,0,unknown,yes,28367496899,Adult,abcdef1950@gmail.com
1951,29,services,divorced,secondary,no,-7,yes,no,13,may,1279,3,-1,0,unknown,yes,42998044554,Adult,abcdef1951@gmail.com
1952,40,blue-collar,married,primary,no,8300,yes,no,13,may,873,3,370,2,failure,yes,93310742314,Adult,abcdef1952@gmail.com
1953,32,technician,single,tertiary,no,0,yes,yes,13,may,440,2,-1,0,unknown,yes,15243095092,Adult,abcdef1953@gmail.com
1954,38,blue-collar,married,primary,no,44060,yes,no,13,may,689,2,-1,0,unknown,yes,81683122694,Adult,abcdef1954@gmail.com
1955,36,admin.,divorced,secondary,no,4370,yes,no,14,may,722,2,344,1,success,yes,51530492593,Adult,abcdef1955@gmail.com
1956,28,blue-collar,single,primary,no,540,yes,no,14,may,533,1,371,1,other,yes,54219062089,Adult,abcdef1956@gmail.com
1957,49,blue-collar,married,secondary,no,-454,yes,no,14,may,558,1,-1,0,unknown,yes,72049773918,Middle age,abcdef1957@gmail.com
1958,26,blue-collar,single,secondary,no,10060,yes,no,14,may,667,1,-1,0,unknown,yes,7008631954,Adult,abcdef1958@gmail.com
1959,44,admin.,divorced,secondary,no,29990,yes,no,14,may,717,1,-1,0,unknown,yes,91668722681,Middle age,abcdef1959@gmail.com
1960,49,management,married,tertiary,no,850,yes,no,14,may,590,5,359,1,other,yes,59783047418,Middle age,abcdef1960@gmail.com
1961,31,self-employed,single,tertiary,no,179240,yes,no,14,may,745,1,174,3,failure,yes,32133117062,Adult,abcdef1961@gmail.com
1962,55,blue-collar,divorced,primary,no,81800,no,no,14,may,854,2,360,1,failure,yes,61985588751,Middle age,abcdef1962@gmail.com
1963,32,management,married,tertiary,no,24310,yes,no,14,may,646,5,-1,0,unknown,yes,60495893568,Adult,abcdef1963@gmail.com
1964,35,services,married,secondary,no,3410,yes,no,14,may,345,1,-1,0,unknown,yes,69352588117,Adult,abcdef1964@gmail.com
1965,35,blue-collar,single,secondary,no,49630,yes,no,14,may,456,1,300,1,failure,yes,2752183856,Adult,abcdef1965@gmail.com
1966,31,admin.,married,secondary,no,87810,yes,no,14,may,680,1,177,1,success,yes,68483191617,Adult,abcdef1966@gmail.com
1967,28,admin.,divorced,secondary,no,-504,yes,yes,14,may,578,1,-1,0,unknown,yes,66856632124,Adult,abcdef1967@gmail.com
1968,39,management,married,tertiary,no,17380,yes,no,14,may,633,1,358,1,other,yes,32209861321,Adult,abcdef1968@gmail.com
